,id,age,gender,income,days_on_platform,city,purchases
1312,1312,,Male,29027,3.0,London,0
1313,1313,,Female,21232,24.0,Tokyo,0
1314,1314,17.0,Male,56102,16.0,San Francisco,3
1315,1315,29.0,Female,130556,12.0,Miami,0
1316,1316,,Male,40171,31.0,San Francisco,0
1317,1317,,Female,3653,28.0,San Francisco,0
1318,1318,45.0,Male,6476,15.0,Tokyo,0
1319,1319,,Male,88013,19.0,New York City,0
1320,1320,,Male,138997,16.0,London,3
1321,1321,,Female,137274,35.0,San Francisco,1
1322,1322,33.0,Female,50223,22.0,Tokyo,0
1323,1323,31.0,Female,55424,8.0,Tokyo,0
1324,1324,,Female,69645,12.0,London,0
1325,1325,,Male,210341,4.0,Tokyo,0
1326,1326,,Female,13250,22.0,Tokyo,2
1327,1327,,Male,181821,49.0,Miami,1
1328,1328,,Male,224804,4.0,New York City,1
1329,1329,14.0,Female,24112,13.0,Miami,1
1330,1330,43.0,Female,59573,16.0,New York City,1
1331,1331,,Male,2789,47.0,San Francisco,2
1332,1332,26.0,Female,58241,12.0,London,2
1333,1333,26.0,Female,83179,18.0,Tokyo,0
1334,1334,33.0,Male,178641,19.0,New York City,3
1335,1335,,Female,44028,36.0,New York City,1
1336,1336,23.0,Female,137122,18.0,New York City,1
1337,1337,,Female,172330,4.0,Tokyo,1
1338,1338,,Male,177066,9.0,Tokyo,2
1339,1339,41.0,Female,63212,3.0,London,0
1340,1340,,Male,80133,17.0,San Francisco,1
1341,1341,50.0,Male,56426,6.0,Miami,1
1342,1342,12.0,Male,87445,37.0,London,0
1343,1343,31.0,Female,130771,14.0,London,0
1344,1344,,Female,148003,63.0,Tokyo,0
1345,1345,,Male,37902,19.0,Tokyo,2
1346,1346,,Male,148175,11.0,Tokyo,3
1347,1347,47.0,Male,117077,39.0,London,0
1348,1348,,Female,14097,24.0,San Francisco,1
1349,1349,49.0,Male,52290,23.0,San Francisco,2
1350,1350,14.0,Male,26040,23.0,New York City,0
1351,1351,,Male,38483,48.0,Miami,1
1352,1352,18.0,Female,6503,25.0,Miami,0
1353,1353,,Male,148562,15.0,Miami,1
1354,1354,,Male,38766,17.0,New York City,1
1355,1355,,Female,52327,44.0,New York City,2
1356,1356,,Female,39761,6.0,New York City,1
1357,1357,,Male,95162,11.0,London,0
1358,1358,,Male,77195,11.0,London,1
1359,1359,20.0,Male,44942,9.0,New York City,0
1360,1360,22.0,Female,76703,7.0,Tokyo,0
1361,1361,,Male,28254,50.0,Miami,3
1362,1362,,Male,17368,44.0,Miami,1
1363,1363,45.0,Female,33103,40.0,Tokyo,1
1364,1364,45.0,Female,48911,15.0,Miami,3
1365,1365,48.0,Female,24154,56.0,New York City,2
1366,1366,,Female,124357,10.0,London,0
1367,1367,43.0,Male,87396,12.0,San Francisco,0
1368,1368,23.0,Male,224340,1.0,San Francisco,1
1369,1369,10.0,Male,157774,83.0,Miami,0
1370,1370,21.0,Male,14843,58.0,San Francisco,1
1371,1371,29.0,Female,79449,10.0,London,1
1372,1372,19.0,Male,84098,62.0,New York City,1
1373,1373,39.0,Male,6504,35.0,New York City,2
1374,1374,,Female,33734,42.0,Miami,5
1375,1375,,Male,12976,36.0,London,1
1376,1376,,Female,184681,10.0,New York City,0
1377,1377,36.0,Female,136552,30.0,Tokyo,1
1378,1378,,Female,36594,31.0,New York City,0
1379,1379,50.0,Male,217348,11.0,Tokyo,0
1380,1380,35.0,Female,79215,9.0,New York City,0
1381,1381,,Female,40991,7.0,Miami,0
1382,1382,23.0,Female,136394,34.0,New York City,0
1383,1383,,Male,17316,8.0,San Francisco,1
1384,1384,46.0,Male,137862,19.0,San Francisco,2
1385,1385,26.0,Male,8856,36.0,San Francisco,1
1386,1386,19.0,Male,290833,4.0,Tokyo,1
1387,1387,,Male,73377,47.0,London,1
1388,1388,,Male,165116,21.0,Miami,3
1389,1389,,Male,54973,10.0,San Francisco,2
1390,1390,37.0,Female,25821,7.0,Miami,0
1391,1391,,Female,21015,21.0,London,2
1392,1392,45.0,Male,73284,12.0,London,1
1393,1393,48.0,Male,177784,26.0,London,0
1394,1394,,Male,45342,6.0,London,1
1395,1395,,Male,259630,17.0,New York City,0
1396,1396,,Male,11668,6.0,New York City,0
1397,1397,,Male,80818,46.0,New York City,0
1398,1398,16.0,Female,14861,27.0,Miami,1
1399,1399,,Male,90285,52.0,Tokyo,3
1400,1400,17.0,Female,121608,22.0,London,1
1401,1401,,Female,4934,19.0,Tokyo,2
1402,1402,,Female,250461,17.0,San Francisco,0
1403,1403,50.0,Female,190802,19.0,New York City,0
1404,1404,,Female,11339,14.0,London,0
1405,1405,14.0,Male,1114,74.0,New York City,3
1406,1406,,Female,165756,28.0,San Francisco,1
1407,1407,,Male,75802,10.0,New York City,3
1408,1408,21.0,Female,46566,7.0,Tokyo,0
1409,1409,31.0,Female,93648,41.0,San Francisco,2
1410,1410,37.0,Male,44131,32.0,New York City,1
1411,1411,37.0,Male,131724,12.0,New York City,1
1412,1412,17.0,Male,91285,42.0,Tokyo,0
1413,1413,,Female,65598,15.0,San Francisco,0
1414,1414,19.0,Male,170676,21.0,San Francisco,0
1415,1415,,Male,61090,7.0,London,0
1416,1416,36.0,Female,14349,12.0,Tokyo,0
1417,1417,,Male,58256,11.0,Tokyo,0
1418,1418,37.0,Female,85740,11.0,New York City,1
1419,1419,23.0,Male,72981,15.0,Tokyo,0
1420,1420,,Female,137613,14.0,New York City,4
1421,1421,,Female,29198,11.0,New York City,0
1422,1422,14.0,Female,15716,12.0,New York City,1
1423,1423,21.0,Male,30716,33.0,Miami,0
1424,1424,,Male,72300,78.0,New York City,2
1425,1425,,Male,40211,,Miami,1
1426,1426,35.0,Female,7278,3.0,San Francisco,4
1427,1427,26.0,Male,22030,29.0,London,1
1428,1428,,Female,1429,64.0,New York City,3
1429,1429,,Male,117877,47.0,Miami,0
1430,1430,49.0,Male,31739,56.0,San Francisco,2
1431,1431,50.0,Male,121727,13.0,Tokyo,3
1432,1432,,Female,22563,2.0,New York City,1
1433,1433,43.0,Female,52848,45.0,San Francisco,1
1434,1434,12.0,Male,156510,8.0,Miami,2
1435,1435,,Female,30429,19.0,Tokyo,1
1436,1436,33.0,Female,89149,40.0,Tokyo,2
1437,1437,,Female,83831,10.0,New York City,2
1438,1438,28.0,Female,91760,36.0,London,1
1439,1439,48.0,Male,60228,45.0,San Francisco,1
1440,1440,23.0,Female,116150,13.0,New York City,3
1441,1441,,Male,91105,,Tokyo,1
1442,1442,20.0,Female,97405,45.0,Miami,0
1443,1443,,Female,132386,20.0,Miami,2
1444,1444,,Female,219937,9.0,San Francisco,3
1445,1445,22.0,Female,136651,33.0,London,4
1446,1446,,Female,118886,30.0,Miami,3
1447,1447,17.0,Male,44253,5.0,San Francisco,2
1448,1448,37.0,Female,58372,5.0,San Francisco,0
1449,1449,37.0,Female,67052,3.0,London,0
1450,1450,16.0,Female,40172,7.0,Miami,1
1451,1451,,Female,47470,5.0,London,1
1452,1452,44.0,Male,66771,44.0,Tokyo,1
1453,1453,,Female,38696,22.0,San Francisco,4
1454,1454,,Female,49391,25.0,San Francisco,1
1455,1455,16.0,Male,60172,19.0,New York City,1
1456,1456,15.0,Male,85171,4.0,New York City,0
1457,1457,,Male,36949,50.0,San Francisco,3
1458,1458,,Male,74811,14.0,Miami,0
1459,1459,,Female,106898,53.0,London,0
1460,1460,,Male,58554,4.0,Miami,1
1461,1461,,Female,66574,2.0,Miami,2
1462,1462,33.0,Female,94151,30.0,London,2
1463,1463,38.0,Male,4512,13.0,New York City,2
1464,1464,33.0,Female,14097,9.0,Miami,2
1465,1465,,Female,36233,14.0,Tokyo,1
1466,1466,39.0,Male,165608,18.0,Tokyo,1
1467,1467,,Female,144176,15.0,Tokyo,2
1468,1468,28.0,Male,20582,45.0,New York City,0
1469,1469,14.0,Female,1320,47.0,New York City,1
1470,1470,,Male,11403,10.0,Miami,0
1471,1471,,Male,31916,15.0,New York City,4
1472,1472,39.0,Female,58806,8.0,Miami,0
1473,1473,,Female,156870,32.0,Tokyo,2
1474,1474,48.0,Female,78514,,Miami,1
1475,1475,,Female,66784,10.0,London,1
1476,1476,22.0,Female,169992,3.0,San Francisco,0
1477,1477,46.0,Male,14960,53.0,New York City,1
1478,1478,,Female,70741,30.0,San Francisco,1
1479,1479,,Female,67581,37.0,London,0
1480,1480,,Female,204350,49.0,London,0
1481,1481,,Male,137324,12.0,San Francisco,3
1482,1482,45.0,Male,20135,49.0,San Francisco,1
1483,1483,,Male,51048,39.0,Tokyo,1
1484,1484,,Female,140190,52.0,San Francisco,2
1485,1485,41.0,Male,123975,53.0,Miami,0
1486,1486,16.0,Male,174067,21.0,Tokyo,1
1487,1487,,Female,142552,10.0,New York City,2
1488,1488,45.0,Female,72041,29.0,New York City,0
1489,1489,,Female,96882,51.0,New York City,2
1490,1490,47.0,Female,16898,27.0,London,0
1491,1491,23.0,Male,20441,20.0,New York City,0
1492,1492,45.0,Female,60771,17.0,Tokyo,1
1493,1493,37.0,Male,6974,9.0,Miami,2
1494,1494,,Female,8671,66.0,London,0
1495,1495,20.0,Male,66523,40.0,Tokyo,2
1496,1496,34.0,Male,31054,19.0,London,1
1497,1497,,Male,166069,8.0,New York City,1
1498,1498,24.0,Male,27345,,London,0
1499,1499,20.0,Male,96384,44.0,Miami,0
1500,1500,19.0,Female,26915,3.0,London,0
1501,1501,18.0,Female,8882,5.0,New York City,1
1502,1502,21.0,Male,26483,16.0,New York City,0
1503,1503,49.0,Female,121769,59.0,New York City,0
1504,1504,,Male,51324,63.0,New York City,5
1505,1505,28.0,Female,80368,5.0,Miami,1
1506,1506,14.0,Male,125838,7.0,Tokyo,2
1507,1507,27.0,Female,125212,21.0,San Francisco,0
1508,1508,47.0,Male,16373,4.0,San Francisco,2
1509,1509,25.0,Male,92184,1.0,Miami,1
1510,1510,,Female,12734,30.0,New York City,0
1511,1511,41.0,Male,47917,3.0,San Francisco,0
1512,1512,33.0,Male,123965,66.0,Tokyo,2
1513,1513,48.0,Female,64235,10.0,San Francisco,0
1514,1514,,Female,37073,9.0,Miami,1
1515,1515,,Male,36570,13.0,New York City,0
1516,1516,12.0,Female,42035,47.0,London,1
1517,1517,50.0,Male,144844,26.0,London,1
1518,1518,36.0,Male,183721,26.0,London,0
1519,1519,44.0,Male,36011,28.0,London,0
1520,1520,,Male,62274,23.0,Tokyo,0
1521,1521,,Female,13271,31.0,London,0
1522,1522,,Male,37305,44.0,London,1
1523,1523,23.0,Male,5277,6.0,Tokyo,0
1524,1524,,Female,215779,7.0,Miami,3
1525,1525,,Female,139942,15.0,San Francisco,0
1526,1526,21.0,Male,178655,2.0,Miami,1
1527,1527,15.0,Male,81466,14.0,London,2
1528,1528,,Male,4223,28.0,New York City,1
1529,1529,14.0,Female,80743,30.0,San Francisco,0
1530,1530,,Female,60454,9.0,San Francisco,2
1531,1531,11.0,Female,13726,37.0,New York City,2
1532,1532,,Male,60868,5.0,San Francisco,1
1533,1533,14.0,Male,59050,1.0,New York City,3
1534,1534,,Female,31312,34.0,Tokyo,1
1535,1535,,Male,115305,16.0,New York City,2
1536,1536,11.0,Female,29438,44.0,Miami,0
1537,1537,,Female,123886,9.0,San Francisco,0
1538,1538,14.0,Female,83442,28.0,Tokyo,0
1539,1539,34.0,Female,79359,48.0,New York City,4
1540,1540,,Male,94622,4.0,New York City,0
1541,1541,,Female,152616,19.0,London,2
1542,1542,,Male,55600,7.0,London,2
1543,1543,,Male,95608,17.0,San Francisco,1
1544,1544,31.0,Male,46959,11.0,San Francisco,0
1545,1545,,Female,143124,28.0,San Francisco,2
1546,1546,12.0,Female,18987,57.0,San Francisco,3
1547,1547,,Male,174370,25.0,London,1
1548,1548,,Female,85899,,New York City,0
1549,1549,35.0,Male,106511,21.0,New York City,0
1550,1550,17.0,Female,21271,10.0,London,1
1551,1551,,Female,13268,29.0,London,0
1552,1552,,Male,46974,1.0,New York City,1
1553,1553,,Female,21900,22.0,San Francisco,1
1554,1554,29.0,Female,23704,50.0,San Francisco,2
1555,1555,,Female,21542,37.0,London,1
1556,1556,34.0,Male,91958,12.0,Tokyo,4
1557,1557,39.0,Female,90965,28.0,New York City,2
1558,1558,44.0,Male,16849,13.0,Miami,2
1559,1559,,Male,92239,19.0,Miami,0
1560,1560,,Female,75462,,Tokyo,0
1561,1561,,Male,192297,17.0,Tokyo,1
1562,1562,14.0,Female,22701,8.0,Tokyo,0
1563,1563,14.0,Male,97981,48.0,New York City,3
1564,1564,16.0,Female,33780,21.0,New York City,0
1565,1565,24.0,Male,29186,34.0,New York City,2
1566,1566,21.0,Male,37370,43.0,Tokyo,1
1567,1567,36.0,Male,33378,4.0,New York City,0
1568,1568,12.0,Female,388572,36.0,New York City,1
1569,1569,48.0,Female,4235,7.0,Tokyo,0
1570,1570,,Male,4,51.0,Tokyo,3
1571,1571,,Male,76744,12.0,London,1
1572,1572,16.0,Male,216346,13.0,New York City,0
1573,1573,16.0,Female,126717,2.0,New York City,1
1574,1574,10.0,Female,61932,78.0,San Francisco,2
1575,1575,,Female,50365,19.0,New York City,2
1576,1576,25.0,Male,222606,19.0,San Francisco,0
1577,1577,,Female,67370,31.0,San Francisco,1
1578,1578,,Female,25505,8.0,San Francisco,1
1579,1579,26.0,Male,75601,39.0,New York City,0
1580,1580,,Male,16370,5.0,San Francisco,1
1581,1581,,Female,8189,1.0,London,0
1582,1582,39.0,Male,61857,14.0,Miami,2
1583,1583,41.0,Male,3891,28.0,New York City,1
1584,1584,,Male,59114,1.0,New York City,2
1585,1585,,Male,25166,33.0,San Francisco,0
1586,1586,,Male,44058,21.0,New York City,0
1587,1587,27.0,Male,34398,34.0,Miami,1
1588,1588,,Male,4662,49.0,Miami,1
1589,1589,,Male,47363,11.0,Miami,2
1590,1590,,Male,83394,5.0,London,4
1591,1591,,Male,129614,32.0,Tokyo,0
1592,1592,,Male,99606,19.0,Miami,1
1593,1593,22.0,Female,146704,25.0,Miami,0
1594,1594,13.0,Male,91368,4.0,New York City,1
1595,1595,,Male,69201,14.0,San Francisco,0
1596,1596,,Female,109012,18.0,Tokyo,0
1597,1597,24.0,Male,56905,25.0,New York City,2
1598,1598,41.0,Female,6596,28.0,San Francisco,1
1599,1599,,Male,100091,10.0,Miami,1
1600,1600,45.0,Male,100463,23.0,London,0
1601,1601,,Male,116566,33.0,London,2
1602,1602,44.0,Male,83300,42.0,New York City,0
1603,1603,12.0,Male,178469,3.0,Tokyo,2
1604,1604,,Male,25780,29.0,New York City,1
1605,1605,,Male,167229,5.0,Tokyo,1
1606,1606,,Female,288203,23.0,San Francisco,3
1607,1607,46.0,Female,94666,9.0,New York City,1
1608,1608,34.0,Male,89700,63.0,Miami,3
1609,1609,,Female,129988,3.0,New York City,1
1610,1610,18.0,Male,34591,20.0,Miami,0
1611,1611,41.0,Female,61057,43.0,London,0
1612,1612,,Male,58866,4.0,London,1
1613,1613,30.0,Female,191544,24.0,London,0
1614,1614,21.0,Male,34132,23.0,London,2
1615,1615,,Female,54533,27.0,Tokyo,1
1616,1616,,Male,62693,41.0,Miami,3
1617,1617,46.0,Male,40686,25.0,New York City,0
1618,1618,11.0,Female,181955,3.0,New York City,0
1619,1619,37.0,Male,64398,7.0,Miami,3
1620,1620,,Male,31642,54.0,New York City,2
1621,1621,,Female,7988,15.0,Tokyo,0
1622,1622,42.0,Female,158248,29.0,San Francisco,0
1623,1623,23.0,Female,90119,17.0,New York City,5
1624,1624,37.0,Male,55738,26.0,Tokyo,1
1625,1625,45.0,Female,15087,13.0,San Francisco,0
1626,1626,,Male,95725,18.0,San Francisco,2
1627,1627,40.0,Male,94666,,San Francisco,0
1628,1628,35.0,Female,159380,45.0,Tokyo,1
1629,1629,,Male,147548,10.0,Miami,2
1630,1630,14.0,Female,97892,4.0,Miami,2
1631,1631,,Male,130951,2.0,San Francisco,1
1632,1632,,Female,36160,11.0,Tokyo,1
1633,1633,,Female,21604,40.0,Miami,2
1634,1634,31.0,Male,75439,11.0,New York City,0
1635,1635,,Female,25651,7.0,New York City,0
1636,1636,27.0,Male,47686,59.0,Miami,1
1637,1637,,Female,158813,21.0,Miami,1
1638,1638,,Female,5752,14.0,London,0
1639,1639,10.0,Female,86519,46.0,San Francisco,0
1640,1640,32.0,Female,63824,37.0,Tokyo,2
1641,1641,,Male,164736,38.0,San Francisco,1
1642,1642,,Female,17791,52.0,San Francisco,2
1643,1643,38.0,Female,72121,33.0,Tokyo,1
1644,1644,25.0,Female,53734,13.0,Tokyo,4
1645,1645,30.0,Male,105519,16.0,Tokyo,2
1646,1646,,Male,27804,3.0,Tokyo,2
1647,1647,,Female,63555,20.0,San Francisco,0
1648,1648,,Male,172694,8.0,London,2
1649,1649,,Male,34272,34.0,London,0
1650,1650,35.0,Male,36457,47.0,London,3
1651,1651,44.0,Male,76749,66.0,Miami,2
1652,1652,38.0,Male,175803,69.0,San Francisco,0
1653,1653,46.0,Female,65662,21.0,Miami,0
1654,1654,40.0,Male,26484,4.0,New York City,0
1655,1655,,Female,5700,59.0,London,0
1656,1656,,Male,72350,24.0,San Francisco,1
1657,1657,,Female,41571,46.0,Tokyo,2
1658,1658,26.0,Female,146715,3.0,Tokyo,1
1659,1659,45.0,Female,19685,6.0,San Francisco,0
1660,1660,,Male,43348,34.0,San Francisco,1
1661,1661,50.0,Female,151479,13.0,New York City,1
1662,1662,,Female,160493,9.0,San Francisco,0
1663,1663,31.0,Female,56912,7.0,Miami,1
1664,1664,,Male,37590,5.0,New York City,0
1665,1665,23.0,Female,20998,5.0,Miami,0
1666,1666,46.0,Male,68535,10.0,Tokyo,1
1667,1667,10.0,Male,62443,6.0,New York City,0
1668,1668,44.0,Female,45861,30.0,Miami,0
1669,1669,,Female,77502,,San Francisco,6
1670,1670,15.0,Male,64876,22.0,Miami,5
1671,1671,31.0,Male,173890,,Miami,4
1672,1672,50.0,Male,40406,3.0,Miami,2
1673,1673,,Male,95803,6.0,London,1
1674,1674,46.0,Male,44499,3.0,London,0
1675,1675,46.0,Male,89372,16.0,London,3
1676,1676,,Female,293214,9.0,London,0
1677,1677,10.0,Female,148440,7.0,New York City,1
1678,1678,37.0,Male,61022,39.0,New York City,2
1679,1679,,Male,132928,14.0,New York City,0
1680,1680,42.0,Male,42951,,Tokyo,1
1681,1681,,Male,236459,18.0,New York City,0
1682,1682,31.0,Male,159196,9.0,New York City,0
1683,1683,,Male,33975,45.0,San Francisco,2
1684,1684,12.0,Male,189904,11.0,Tokyo,0
1685,1685,47.0,Female,86160,34.0,London,1
1686,1686,,Male,42884,43.0,New York City,0
1687,1687,,Female,127518,35.0,San Francisco,0
1688,1688,,Male,55860,68.0,New York City,2
1689,1689,,Male,96261,65.0,Tokyo,1
1690,1690,,Male,17333,7.0,Miami,0
1691,1691,28.0,Male,38946,13.0,Tokyo,1
1692,1692,49.0,Female,9010,8.0,London,0
1693,1693,26.0,Male,90651,5.0,New York City,4
1694,1694,45.0,Female,48611,72.0,London,1
1695,1695,,Female,91696,33.0,London,2
1696,1696,,Male,104457,29.0,San Francisco,0
1697,1697,49.0,Female,1723,28.0,Tokyo,1
1698,1698,38.0,Male,194841,,New York City,1
1699,1699,,Male,80098,20.0,London,2
1700,1700,39.0,Female,17235,10.0,San Francisco,1
1701,1701,,Male,11417,5.0,Miami,1
1702,1702,,Female,127413,10.0,Tokyo,0
1703,1703,24.0,Male,10848,35.0,San Francisco,1
1704,1704,17.0,Female,127781,19.0,London,3
1705,1705,,Male,211161,25.0,Miami,2
1706,1706,44.0,Female,64427,6.0,Tokyo,4
1707,1707,,Female,91479,58.0,London,4
1708,1708,,Female,104648,4.0,New York City,2
1709,1709,,Male,12075,10.0,San Francisco,0
1710,1710,,Female,88741,43.0,London,1
1711,1711,,Female,97008,42.0,New York City,2
1712,1712,,Female,133562,69.0,Miami,0
1713,1713,,Male,81632,18.0,New York City,1
1714,1714,,Female,16984,31.0,San Francisco,0
1715,1715,47.0,Female,190865,34.0,Miami,1
1716,1716,,Male,1203,11.0,Miami,0
1717,1717,49.0,Male,132086,22.0,New York City,0
1718,1718,42.0,Female,88642,18.0,Tokyo,3
1719,1719,42.0,Male,66629,45.0,Miami,1
1720,1720,39.0,Female,8908,24.0,San Francisco,1
1721,1721,13.0,Female,46390,13.0,Miami,0
1722,1722,11.0,Male,461,3.0,Tokyo,2
1723,1723,,Female,22063,41.0,New York City,1
1724,1724,,Male,159635,10.0,San Francisco,2
1725,1725,,Female,5700,28.0,London,3
1726,1726,,Male,138932,13.0,Miami,1
1727,1727,44.0,Female,54507,49.0,London,1
1728,1728,40.0,Female,163650,50.0,London,0
1729,1729,22.0,Female,8001,46.0,Miami,1
1730,1730,,Male,168806,39.0,London,4
1731,1731,39.0,Male,1793,11.0,Tokyo,4
1732,1732,15.0,Male,119234,91.0,San Francisco,1
1733,1733,15.0,Female,160041,30.0,New York City,2
1734,1734,35.0,Male,136482,7.0,Miami,0
1735,1735,28.0,Female,232505,16.0,Tokyo,3
1736,1736,10.0,Male,33926,6.0,Tokyo,1
1737,1737,,Female,59602,24.0,Tokyo,2
1738,1738,,Female,120246,12.0,Tokyo,3
1739,1739,26.0,Male,62144,2.0,London,1
1740,1740,43.0,Female,51741,41.0,San Francisco,0
1741,1741,,Female,10645,29.0,Tokyo,1
1742,1742,,Male,100889,12.0,San Francisco,0
1743,1743,,Male,50529,13.0,New York City,4
1744,1744,40.0,Male,53119,28.0,Tokyo,4
1745,1745,19.0,Female,109425,27.0,London,1
1746,1746,,Male,20073,11.0,London,3
1747,1747,,Male,119917,10.0,London,0
1748,1748,,Male,92151,15.0,Miami,0
1749,1749,17.0,Female,147313,39.0,San Francisco,0
1750,1750,,Female,56496,3.0,Miami,1
1751,1751,,Male,232980,30.0,London,0
1752,1752,20.0,Male,62407,13.0,Miami,3
1753,1753,,Female,39828,13.0,San Francisco,0
1754,1754,15.0,Female,104739,44.0,Miami,0
1755,1755,39.0,Male,13091,39.0,Tokyo,0
1756,1756,10.0,Male,15177,19.0,Tokyo,1
1757,1757,46.0,Male,96203,38.0,New York City,0
1758,1758,47.0,Male,30516,43.0,San Francisco,1
1759,1759,,Female,102444,33.0,London,0
1760,1760,,Male,57142,19.0,London,1
1761,1761,26.0,Male,113939,2.0,Tokyo,2
1762,1762,27.0,Male,55440,2.0,Miami,0
1763,1763,42.0,Female,60992,34.0,San Francisco,0
1764,1764,16.0,Male,219434,20.0,San Francisco,1
1765,1765,,Female,41282,28.0,New York City,0
1766,1766,,Male,78444,,Tokyo,3
1767,1767,37.0,Male,60094,32.0,New York City,2
1768,1768,,Female,120402,12.0,Miami,2
1769,1769,,Female,32982,14.0,New York City,2
1770,1770,21.0,Female,30943,69.0,London,1
1771,1771,,Female,136266,22.0,New York City,2
1772,1772,,Male,157121,7.0,London,0
1773,1773,27.0,Male,78739,1.0,Miami,0
1774,1774,21.0,Male,45981,35.0,Miami,2
1775,1775,,Male,76398,16.0,Tokyo,0
1776,1776,39.0,Male,71972,20.0,Miami,1
1777,1777,,Male,11953,60.0,Miami,2
1778,1778,,Male,157540,17.0,London,2
1779,1779,39.0,Female,54474,9.0,Tokyo,1
1780,1780,,Male,255072,12.0,Miami,0
1781,1781,14.0,Male,11011,,Miami,3
1782,1782,,Male,54450,38.0,Miami,4
1783,1783,15.0,Male,41570,11.0,New York City,0
1784,1784,47.0,Female,37486,13.0,London,0
1785,1785,22.0,Male,15597,22.0,London,1
1786,1786,47.0,Female,135226,48.0,Tokyo,2
1787,1787,,Female,34324,22.0,Miami,1
1788,1788,,Female,31863,27.0,San Francisco,0
1789,1789,34.0,Male,61118,,Miami,0
1790,1790,,Female,92929,20.0,San Francisco,1
1791,1791,,Male,149161,23.0,London,0
1792,1792,,Male,133459,33.0,Tokyo,0
1793,1793,,Female,101512,38.0,Miami,0
1794,1794,48.0,Male,131244,30.0,San Francisco,4
1795,1795,44.0,Female,175801,45.0,San Francisco,0
1796,1796,33.0,Female,157186,30.0,London,3
1797,1797,16.0,Male,48851,51.0,Miami,0
1798,1798,,Male,72401,37.0,London,1
1799,1799,,Male,101610,28.0,New York City,0
1800,1800,26.0,Male,19416,23.0,San Francisco,1
1801,1801,,Female,12777,38.0,London,1
1802,1802,,Female,82538,18.0,New York City,3
1803,1803,28.0,Female,12045,32.0,Tokyo,0
1804,1804,,Male,118008,12.0,Tokyo,1
1805,1805,,Male,44521,,San Francisco,2
1806,1806,22.0,Male,31501,34.0,San Francisco,2
1807,1807,,Female,47460,4.0,New York City,2
1808,1808,12.0,Male,141181,20.0,Miami,3
1809,1809,,Female,111543,29.0,Miami,6
1810,1810,12.0,Male,37714,29.0,Miami,1
1811,1811,,Male,3071,18.0,New York City,3
1812,1812,40.0,Male,101701,12.0,Tokyo,0
1813,1813,26.0,Female,10823,12.0,London,4
1814,1814,,Female,206503,13.0,New York City,0
1815,1815,,Male,69198,70.0,San Francisco,3
1816,1816,40.0,Male,29151,15.0,San Francisco,3
1817,1817,17.0,Male,73754,44.0,New York City,0
1818,1818,38.0,Male,56313,40.0,London,5
1819,1819,36.0,Male,77781,58.0,London,2
1820,1820,15.0,Female,41341,36.0,Miami,0
1821,1821,,Male,98594,30.0,San Francisco,0
1822,1822,22.0,Female,278681,36.0,Miami,0
1823,1823,,Female,124581,20.0,San Francisco,0
1824,1824,,Female,110152,1.0,Miami,0
1825,1825,37.0,Male,42064,27.0,San Francisco,1
1826,1826,,Male,178159,28.0,New York City,0
1827,1827,,Male,21170,56.0,Miami,3
1828,1828,,Male,85159,4.0,Miami,0
1829,1829,38.0,Male,50784,,Miami,1
1830,1830,,Male,238388,1.0,Miami,2
1831,1831,36.0,Male,66734,22.0,Miami,3
1832,1832,,Male,104499,30.0,London,4
1833,1833,27.0,Female,140,32.0,Miami,0
1834,1834,29.0,Female,39616,17.0,San Francisco,2
1835,1835,,Female,43131,4.0,Tokyo,1
1836,1836,,Female,18781,3.0,London,5
1837,1837,,Male,52088,39.0,London,0
1838,1838,40.0,Female,30392,8.0,Tokyo,0
1839,1839,12.0,Male,52039,27.0,San Francisco,0
1840,1840,36.0,Male,135179,45.0,San Francisco,0
1841,1841,,Male,44759,21.0,London,3
1842,1842,38.0,Male,59145,1.0,London,4
1843,1843,46.0,Male,8469,21.0,Miami,3
1844,1844,,Female,138237,4.0,London,1
1845,1845,,Female,128322,25.0,New York City,0
1846,1846,48.0,Female,181496,35.0,Miami,1
1847,1847,,Female,3234,15.0,Miami,1
1848,1848,,Female,23278,4.0,Miami,2
1849,1849,25.0,Female,53346,8.0,Tokyo,1
1850,1850,,Female,62385,92.0,Miami,1
1851,1851,48.0,Male,49212,34.0,London,0
1852,1852,19.0,Male,55353,43.0,San Francisco,3
1853,1853,,Female,62774,5.0,London,0
1854,1854,,Male,18770,1.0,London,1
1855,1855,,Male,20329,37.0,New York City,2
1856,1856,,Male,143215,29.0,New York City,0
1857,1857,,Female,57466,4.0,San Francisco,0
1858,1858,24.0,Male,6322,31.0,San Francisco,0
1859,1859,31.0,Female,87147,59.0,New York City,1
1860,1860,41.0,Female,25353,19.0,New York City,0
1861,1861,,Female,173027,68.0,New York City,1
1862,1862,31.0,Female,196489,47.0,Miami,0
1863,1863,14.0,Male,3720,11.0,London,2
1864,1864,13.0,Male,166727,7.0,San Francisco,3
1865,1865,10.0,Female,66869,16.0,San Francisco,1
1866,1866,46.0,Female,119474,46.0,Tokyo,0
1867,1867,19.0,Male,72398,17.0,New York City,0
1868,1868,43.0,Male,91557,3.0,New York City,1
1869,1869,,Male,151359,24.0,London,0
1870,1870,,Male,100250,12.0,New York City,5
1871,1871,,Female,15984,14.0,San Francisco,4
1872,1872,,Male,75819,33.0,London,2
1873,1873,24.0,Male,94100,6.0,London,2
