Comments,Comment_ID,Reply_Count,Like_Count,Date,VidId,user_ID
"Can I apply the knowledge of Data Science to Graphic Design?

Thank you beforehand bruh and i hope you enjoy your weekend",Ugwry4w5oMsvF0Q0I4t4AaABAg,1,1,2021-04-24T17:35:19Z,sHRq-LshG3U,user_3205
"Probably right to be honest, got very close to a Jr. data scientist position, lost in the final round—Im in the process of pivoting to data engineering instead",UgxBoRVcARDgZ27REpt4AaABAg,1,1,2021-04-24T16:17:35Z,sHRq-LshG3U,user_2248
"As someone who's just starting to learn and explore data science, this is really helpful. Thank you Ken!",UgwIzQj_LhWn1b9ji5t4AaABAg,1,4,2021-04-24T15:48:50Z,hOUrxTeBJQc,user_568
"""Give light and people will find the way"" - Ella Baker. 

Txs Ken.",UgxNc-AHa5UekNavXRZ4AaABAg,3,7,2021-04-24T13:29:58Z,hOUrxTeBJQc,user_3403
"Thanks for the video Ken. I've just started studying a data science certificate and am absolutely struggling. I'm just say ""grit and determination"" to myself over and over!",UgwPc361xtIO9NNa90d4AaABAg,1,2,2021-04-24T10:22:29Z,sHRq-LshG3U,user_833
You are so cute in this peach shirt. Ok I know I’m off the topic. I will focus on the DS part.😅,UgyVMTM-Ir3JO2THTJV4AaABAg,1,0,2021-04-24T10:09:02Z,_0rHU6qAQe0,user_4844
"I hope I learned this early on my early years but I'm still 20 so I have more time to start. thanks for your video, it helped me  internalize what you said since Im always burn out before and tried so many stuffs on self dev but the truth is ""I have to be honest with myself"" and have my own system not copying others. I will become data scientist for next 2-3 years :)",UgzSfUsvjPCz0syy0l54AaABAg,1,1,2021-04-24T08:12:09Z,hOUrxTeBJQc,user_2360
hey can i get the discord server link please,UgxGaLcp2QwS_c-Aeo14AaABAg,1,1,2021-04-24T07:57:54Z,sHRq-LshG3U,user_4919
"I am bad at math, can i still start learning?",Ugy_xkT2mwd0kJ__5r14AaABAg,1,0,2021-04-24T06:49:16Z,sHRq-LshG3U,user_5221
"Rip papaya you have , eat it first you must . hahaha. Nice video. I too believe self evaluation is very important before entering in any field. And the field like DS which requires lots and lots of time and learning efforts its crucial to know before you start. Thanks for making people aware of that Ken.",UgwsKrH040Gzu1CPCZh4AaABAg,1,1,2021-04-24T04:09:41Z,hOUrxTeBJQc,user_3451
love ur content,UgzliBemOC-kgmb3RvF4AaABAg,1,1,2021-04-24T03:49:23Z,hOUrxTeBJQc,user_2717
"Great video, ken.
I found this video very useful as a beginner to data science.",Ugxj1xNFdurFWQjHmS94AaABAg,1,4,2021-04-24T03:36:03Z,hOUrxTeBJQc,user_5361
How about Julia vs Python or R?,Ugwbjqj8_Y54E0CXArF4AaABAg,1,1,2021-04-24T03:25:22Z,4OZip0cgOho,user_223
How I spend my first hour on Saturday mornings. Thanks for the continued motivation and i hope to take your support on here and use it to apply simple ML for my project. 🙂🙏,UgxOwctYFelPdsELlBJ4AaABAg,1,2,2021-04-24T01:58:04Z,hOUrxTeBJQc,user_638
Nice! I feel better now knowing that I ONLY committed 6 out of these 7 mistakes when I first started! #winning,UgynLQF4b_NotHveV8J4AaABAg,1,1,2021-04-24T01:43:01Z,hOUrxTeBJQc,user_2661
Thank you so much for this. I've been losing motivation and dedication while on this journey. It's hard to continue at times.,Ugy3is-TattJZyddZC54AaABAg,1,2,2021-04-24T00:54:28Z,akbU9KOo_Qc,user_4173
"Mistake 2 and 4, hit me right in the feels. Definitely guilty of those when I started. Preach Professor Ken, preaaach!!",UgwTQVcQL2RkA0cjiTp4AaABAg,2,3,2021-04-24T00:21:27Z,hOUrxTeBJQc,user_3186
"Learning data science is like an ML model ... The more you train it the better result you get... Thanks for the tips. 

At what point one can say or should consider that data science is not for them?",UgwJtEEsNohkzaOkGv14AaABAg,2,11,2021-04-23T23:56:54Z,hOUrxTeBJQc,user_3452
You are a very handsome data scientist man,UgwA98K9a7rcSWqN9jF4AaABAg,1,0,2021-04-23T22:23:48Z,hOUrxTeBJQc,user_5232
Point #1 I agree 100%. I'm into sports so learnt quickly that even a bad tennis coach is better than no coach for novices! So I just googled data camp and went for it,Ugxb0KKn0w5Pb3jX3_J4AaABAg,1,1,2021-04-23T20:38:26Z,hOUrxTeBJQc,user_3123
"You are a great mentor, Ken!
Thanks for sharing this content as well!",UgzKLEpCeyDkIYRWYxJ4AaABAg,1,1,2021-04-23T20:24:38Z,hOUrxTeBJQc,user_2279
"Being in software engineering for 30 years, having built tooling to do data cleaning , ingest, data management  etc there is wide breath and depth one needs to have in their tool box dependent on the size of the company your apply too, which many don’t grasp, it not all just stats and charts",UgynE9vIVWrskPRlFPF4AaABAg,1,2,2021-04-23T19:37:04Z,sHRq-LshG3U,user_1500
"Mistake #1: Plugging your USBs into Papayas
How to Solve This: Plug your USBs into Bananas

It's basic stuff, but some people still mess this up.",UgxDqEw0HinyKRRV_Oh4AaABAg,12,16,2021-04-23T18:52:42Z,hOUrxTeBJQc,user_314
"Helpful as always 🙌
Thank you for always guiding beginners like me 🙇🏻‍♂️",UgwxqcgJjDSRZ_Z_c714AaABAg,1,2,2021-04-23T17:09:45Z,hOUrxTeBJQc,user_4192
"Thumbs up!!
just now finished all(all!!) leetcode sql questions!!
Looking to finish more questions at another websites",UgymepuPcnt-26PidjR4AaABAg,1,1,2021-04-23T17:03:10Z,hOUrxTeBJQc,user_1202
"Great content as usual! Ken, we know your secret now: Your source of Data Science are Papayas 1:53 :D :D",Ugw54RYwJXncsokeFu14AaABAg,2,1,2021-04-23T16:11:32Z,hOUrxTeBJQc,user_4587
"Thanks, Ken. Great video.",UgxrvBQVpn-gd-efzIV4AaABAg,1,1,2021-04-23T16:03:02Z,hOUrxTeBJQc,user_3759
I wish I saw this at the beginning of my data science journey - could have saved me a lot of headaches and time! Awesome video Ken!!,Ugz0gLwLLLek9oYq5C94AaABAg,4,76,2021-04-23T16:01:42Z,hOUrxTeBJQc,user_4607
I am sure members of this community will definitely avoid these mistakes since we have a great mentor like KEN..!,UgwzkX1ZnTRE-KaR3RV4AaABAg,2,8,2021-04-23T15:57:40Z,hOUrxTeBJQc,user_659
I just created Resume and currently preparing for Interview. And I don't have any degree. I don't have anything that is good related to Education to put on Resume. Everything relevant for Data Science I Learnt by myself. In few days I'll start applying. Don't know what will happen Since I don't have a degree,Ugwo8R8lgvOdUXkh5rt4AaABAg,2,2,2021-04-23T15:45:01Z,sHRq-LshG3U,user_2478
Hi Ken Thanx. me a hard core biologist- of late translational research- fascinated by data science n m encouraged by ur video. look forwrd to train myself. send ya happy thots frm Himalayan foothills India. Stay blessed. 🌸🙏🌸,UgxlmC-QYGayryXZXDl4AaABAg,1,1,2021-04-23T15:28:56Z,hOUrxTeBJQc,user_621
"I’m a subscriber from South Korea. Your videos always help me to make my decisions when I have complicate thoughts. Thanks for your videos, and I’ll keep enjoying your channel!👍",UgxMVqpEG8CBSKRrDYZ4AaABAg,1,1,2021-04-23T15:28:51Z,hOUrxTeBJQc,user_5871
best hair in the game.,UgwGm-G5VAZhW4oucIN4AaABAg,2,1,2021-04-23T15:20:18Z,hOUrxTeBJQc,user_4210
💟,UgxhqL_1CXqzxmO3FIR4AaABAg,1,1,2021-04-23T15:08:19Z,hOUrxTeBJQc,user_3992
1:53 Wow USB-powered Papayas? Great insights Ken! Yes totally agree with you on the importance of domain knowledge which also helps to differentiate us from others.,Ugz1P68G0R3hMTJJnj94AaABAg,4,11,2021-04-23T14:47:45Z,hOUrxTeBJQc,user_1178
"Hey ken please make a video on interview for data science....like what kind of python coding question will be asked, etc...",UgzCuDp3ZGSs3_mTDhx4AaABAg,2,1,2021-04-23T14:33:48Z,hOUrxTeBJQc,user_476
"Hi Ken - new subscriber here. Thank you so much for your words of wisdom. Was wondering if you'd have advice for someone in my situation: 

I'm currently a Data Analyst in a social media marketing agency and am looking to do an advanced degree in Data Science. Unfortunately, my non-technical background (I'm a liberal arts major who happens to be good at Math) means that I don't have the prerequisite undergraduate courses needed for Masters degrees in Data Science.

However, I fit the profile of some Masters in Business Analytics/Management Analytics degrees. These courses combine business concepts with coding components, with introductory overviews into ML & AI, but they're not deep, technical specializations. Was wondering if you'd say it would be a relatively smooth journey from a Business Analytics Masters degree to an eventual Data Scientist role?",UgwFwXH-loxMPp6cDEh4AaABAg,2,1,2021-04-23T14:33:11Z,EMq4PH7PCeA,user_3265
Thanks for sharing Ken 👍,UgwZSxijEVhsbUjcNzV4AaABAg,1,1,2021-04-23T14:33:00Z,hOUrxTeBJQc,user_2496
"So, I am not making most of the beginner mistakes.  
But I have one question Ken. I don't know enough. Should i see the projects on YouTube and try to implement them by copying and understanding them? And you told about plagiarism in DS.  Will it be like I plagiarized those projects ??",UgwjYk9y0xzZ-TxX2Ed4AaABAg,2,2,2021-04-23T14:29:35Z,hOUrxTeBJQc,user_87
"I'd personally recommend watching some free videos on a topic on yt before enrolling in a course. This way you can easier choose a good course because you already know what to look for, and since you already know some basics as you watched that free stuff, the material sinks in better because you are repeating it again while watching the course you chose (plus you get a different angle on the topic). 

As you say and I can confirm (from a PhD perspective) ;) getting more then one point of view is important. People have a bias and some things are obvious for one person while difficult for another, the choice of words is very important too. 

Mine main problem is I like theory too much plus I tend to start too many topics at once. I get too impatient and can start NLP topics even though I should be doing e.g. clustering, and NLP is not on the plan for the next few months at least. This has some advantages too (not only bad sides!) - when I get to NLP it's not all new and sinks in better, but me doing that makes the whole process chaotic. Well, I try to pat myself on the back that - in the end - if I fill all the knowledge gaps - it's not that important in what order I did it... 

Still I know I need more order and systematic approach. And more practice. 

Other issue with learning DS, or every new thing really, is that you don't know how long it will take you (coz it's new to you and you don't know it so how can you plan how long it will take if you don't even know what are all the things you must learn... if it makes any sense). So - yeah, don't get crazy about deadlines, just focus on the progress.

Another pro-tip - browse job offers to see what the companies want. I think this may be area and industry specific - in my area they want people good with databases, Hadoop, Spark and other Big data associated things more then they want Deep Learning & AI specialists. 

Kinda makes sense when you think of it... So for me, on my road to Data Science, I decided to go back to my analytics job that will let me practice python&SQL more, get my bills payed ;) and practice the DS stuff in my free time (coz I can already see with the Big data things and me still needing to work on my DL skills more this can easily take another 6 months...) 

So yeah, some comments on Data Science learning from someone who has been learning it for about 6 months ;)",UgwV5kiOvuMLDk6PM6p4AaABAg,2,2,2021-04-23T14:19:49Z,hOUrxTeBJQc,user_5252
"The most refreshing thing about your videos is the honesty.  Almost as much as the advise. 

That and seeing your dad make Cameos 🤣",UgxXrlXL3WZkHH99Dk54AaABAg,1,1,2021-04-23T14:11:35Z,hOUrxTeBJQc,user_2027
"Yeah, The community helped me to create the learning habit. Thank you so much, Ken.",UgxXp4VgCINHf-5A79d4AaABAg,3,10,2021-04-23T14:07:03Z,hOUrxTeBJQc,user_4583
"Great video as always, Ken! & definitely the right choice :D @1:28",UgwshZl9UM05w1VWJrB4AaABAg,1,1,2021-04-23T13:50:37Z,hOUrxTeBJQc,user_2611
"Hey Ken, have you ever thought on making a video on what is important when you are in a data science role already. Would be quite interesting for me to hear your opinion. I sometimes do not know if I should dive VERY deep into some specific topics or just use my freetime to learn something somewhat related. For example I love working with REST Apis and even some Vue Frontend stuff which will not make me a better data scientist, but are also fun... Since I am also a content creator I something think the same way about creating videos. What´s your opinion?",UgzrYkBGyL5O3s3JPzN4AaABAg,1,3,2021-04-23T13:49:17Z,hOUrxTeBJQc,user_1040
Is a masters needed because I am very tired of school?😂,UgyKvscbFw-UnGhhvMl4AaABAg,2,2,2021-04-23T13:48:44Z,hOUrxTeBJQc,user_1044
Mistake nr 8 : data leakage between your training and testing sets. I saw that being made by an experienced data scientist in my first job. It was ignored and a 85% precision/recall score was announced to management.,Ugy9J7kNc-F-BguB8qh4AaABAg,1,4,2021-04-23T13:41:43Z,hOUrxTeBJQc,user_5231
"Hi! I like watching your videos. Love and support from India ♥️ There's some thing in particular that I'd like to ask. 
1) It's been some time since I completed MySQL course. However i have gone through the videos a few times but still I am not able to gain the confidence of saying that I know SQL.  What do you suggest here? 
2) Practical knowledge is very important and I am unable to get that. I have a dataset. I make up problem statements in my mind and try solving it. But that is clearly not helping at all. So can you suggest me some places where I can apply the knowledge of Sql that I gained through the course? 

Course I took: 365 Data Science.",UgzXuQgRGnvk7oFKPVt4AaABAg,1,1,2021-04-23T13:40:06Z,hOUrxTeBJQc,user_565
Excellent Insights! I totally agree with the point of not applying your knowledge and focusing only on theory as being one of the biggest hurdle for someone new in the field.,UgybLJFWgoLXP204ikh4AaABAg,1,4,2021-04-23T13:37:19Z,hOUrxTeBJQc,user_1189
"I didn’t know hiring managers were different from recruiters either. 😮 Also, I’m glad that this video validates my recent focus on learning how to deploy models. I check nearly all the boxes for the basic data scientist you described, so I appreciate the advice on how to differentiate one’s self. 🙏🏻",Ugzm-vdRHIxF1g_vQJ14AaABAg,1,5,2021-04-23T13:33:23Z,-ONQ628CXKQ,user_2223
"Those are spot on .
These are few of the mistake I made when I was starting",UgwPO1RgQAOhoHUxQkJ4AaABAg,4,2,2021-04-23T13:27:12Z,hOUrxTeBJQc,user_4187
"Mistake I personally made,  I didn't learn enough math. And I thought that I could brute force my way through a data science course with some hodgepodge math. I think really getting that foundation is pretty important and it can be done in a singular course, it doesn't have to be a year of university math classes",Ugw4PG1oJBYdLePyJEp4AaABAg,5,3,2021-04-23T13:19:34Z,hOUrxTeBJQc,user_304
"GOGGINS!!!!!!!!!!!!!!!!!!!!!!!!
GOGGINS IS THE MAN!!",Ugz0Zn7e-LWM6VSD0rZ4AaABAg,1,1,2021-04-23T13:17:05Z,hOUrxTeBJQc,user_1202
great direction,UgxFruHO0ET71XvXefR4AaABAg,1,2,2021-04-23T13:14:33Z,hOUrxTeBJQc,user_2846
"Love your videos!! As I’m about to graduate with my Masters in a few months, they give me a confidence boost",Ugz2LraE3xi5u_wG8jt4AaABAg,1,3,2021-04-23T13:14:20Z,hOUrxTeBJQc,user_1075
"ken: *plugs USB into papaya*
me: 👁👄👁 🙊",Ugz7Kw9IayAeswe2c3h4AaABAg,1,8,2021-04-23T13:07:41Z,hOUrxTeBJQc,user_2223
"Thanks for watching everyone! If you're interested in the projects I mentioned in the video they are linked here:
Project From Scratch: https://www.youtube.com/playlist?list=PL2zq7klxX5ASFejJj80ob9ZAnBHdz5O1t
YouTube Leaderboard: https://www.youtube.com/playlist?list=PL2zq7klxX5AR8gVxZ-4w1vsVNTO0RDO0_
Ball Classifier: https://www.youtube.com/watch?v=vy-R4oUZaC8&ab_channel=KenJee
Kaggle Projects: https://www.youtube.com/playlist?list=PL2zq7klxX5AQXzNSLtc_LEKFPh2mAvHIO",UgxtyKNLzr0DgjwQmlN4AaABAg,6,17,2021-04-23T07:38:11Z,hOUrxTeBJQc,user_2385
"Bro I will do college or ibm and other micro cousres 
Or if do college which course I will do please please please please please please reply bro!!!!!!",Ugyaf8C5ra8xtle2pwF4AaABAg,1,1,2021-04-23T07:00:51Z,sHRq-LshG3U,user_2489
Thank you for this!,UgxMjPh5o_BBsbQLeEN4AaABAg,1,1,2021-04-23T01:05:16Z,4OZip0cgOho,user_2558
You can just do:    max(error)  to get the max value in error list,UgyeK7pdRXoc8riTbtl4AaABAg,1,1,2021-04-22T20:34:13Z,7O4dpR9QMIM,user_2717
Amazing stuff Ken! Btw I am unable to join the discord :/,UgwMy2tNRstC4igU0ZR4AaABAg,1,1,2021-04-22T20:08:39Z,uXLnbdHMf8w,user_3698
Any guidance anyone needs is here. Follow his channel and do whatever he says and TADA you are a data scientist.,Ugy8aXUfz60LpqqNxEl4AaABAg,1,1,2021-04-22T18:24:35Z,41Clrh6nv1s,user_3451
Wow 🔥,UgzqIOW7dkpvDv2Cwa54AaABAg,1,2,2021-04-22T14:34:08Z,myhoWUrSP7o,user_5249
"Study data science training in Bangalore from certified experts. Our job-oriented data science training in Bangalore helps you to learn a range of Python, R, SAS and Tableau techniques. Data Science Content is built for newbie and intermediate level experts in accordance with real-world requirements. Many real-world issues and case studies have been implemented and discussed in the classroom with a lot of practical practices. We include business qualifications, real-time assignments and career reviews for data science positions to Tier 1 businesses and banks. Be an expert in Data Science with our exclusive data science courses in Bangalore. We offer a Data Science course with both R and Python, Machine Learning, and Deep Learning concepts. Our classroom sessions taken by 10+ years of experienced trainers are highly interactive. There is a 24 X 7 online doubt clearing facility as well to ensure thorough learning.This course is ideally adapted for all kinds of people looking for data science training in BTM in the classroom and begins their data science career. We are considered one of Bangalore's best institutes for data science courses and training.
For More Details: +91 73384 97706
Visit:	https://www.hadooptrainingbangalore.com/data-science-training-bangalore.html",UgxeDIG7Cx0IpA8hZah4AaABAg,0,0,2021-04-22T11:09:21Z,irjTWNV0eAY,user_5520
"For now I'm just learning pandas(data refining) and matplotlib for personal passion projects, so I dont even know if I want to be a data scientist. I am still trying to find a passion within cs and a niche that I could possibly get paid for",UgzAXSsHNFtKi9Paiy14AaABAg,1,2,2021-04-22T09:42:11Z,sHRq-LshG3U,user_4569
"The problem with this vid, it doesn't say what type of skills needed.",Ugxap2ovZ9urS4cG4rN4AaABAg,1,0,2021-04-21T23:49:51Z,sHRq-LshG3U,user_5780
Hi there! I recalled you mentioning that you could become a data scientist in 6 months if you put your head to it. Does this include a certified degree which will allow you to be applicable for a job which a 3/4 year degree student would be applicable for?,UgwCXC5rZWNqDW1xZIB4AaABAg,2,1,2021-04-21T19:20:25Z,-ONQ628CXKQ,user_4967
Awesome tips Ken..,UgyCN0CzEvqlgVIUKEh4AaABAg,1,1,2021-04-21T16:04:12Z,9D7GzskcyUk,user_659
"Hey Dude, can I please have a short meeting with you, I’d like to ask you some questions, sports analytics is my dream job",Ugx5RLvbexVSBuS4fDd4AaABAg,1,0,2021-04-21T12:30:53Z,SLC5sPZSLY4,user_4078
"Interesting analysis. 
Job boards are least helpful. Find the employer's email from a job board and send an email. LinkedIn is helpful but one really needs to know how it exactly works. Just applying through LinkedIn doesn't help, so constant engagement might help.",UgwhZkGrz9HyrchBbCl4AaABAg,1,2,2021-04-21T11:33:52Z,-ONQ628CXKQ,user_4213
"Hi Ken, the leaderboard is damm good and creative,Really impressed on  how you thought of using on the generated data from YouTube. Can you add this to the Github so that some of them can have a Idea on deploying their app using Streamlit.",UgyfEkCW9vfjqj8LANZ4AaABAg,1,1,2021-04-21T09:54:15Z,myhoWUrSP7o,user_955
"Help!!
So I just completed by bachelor in statistics and we do not have masters programme in statistics in our place! I cannot leave my home for further study. What is the best subject I can choose for masters in order to become a DS ? And  yes I cannot study computer science!",Ugz7rN8nCsqMH4XmAu94AaABAg,1,0,2021-04-21T04:34:37Z,sHRq-LshG3U,user_463
"I am currently doing BBA program in Marketing and I will pursue an
MBA program in Marketing as well, however I learned a lot about
data analysis (mostly in excel and spss) and a freelancer as data
analyst in fiverr.
currently enrolled myself in google professional data analytics.
Frankly speaking, data science feels fascinating to me and I want to
learn this as well.
Now, my question is if I self teach data science to myself, will this
bring more chances of me getting into a top position of a
corporate?
will these skills as plus point in my career ?
will these added skills make me stand out than others among my
competitors ?
if I pursue another master's in data science will that add more
value to my resume?",Ugwr7fdn-hioml569F94AaABAg,0,0,2021-04-20T23:04:46Z,Q9FjwzKFPuM,user_4512
Great advices from great mentor.,UgyQH3CaXb2QfViZTo14AaABAg,1,2,2021-04-20T16:17:59Z,DM1eE_Coh6g,user_659
"#66 + 3: Certainly, I will get back to this when I'm in a full mode of searching for a job, there are great tips, the idea of having one Master resume .. super smart Ken! 
Thank you!
#66daysofdata",UgwHw0oPfbf60yhcmsh4AaABAg,1,5,2021-04-20T16:15:58Z,DM1eE_Coh6g,user_77
Do you actually have data showing that most people who apply to data science eventually choose another career? Or is this more a prospective warning to the swell of new applicants?,UgwkiPhRS-IcjEEDgm94AaABAg,1,0,2021-04-20T16:14:24Z,sHRq-LshG3U,user_3193
"#66 + 2: This is great Ken, now on I will never forget the steps with the cooking analogy :)
It's really funny how you talk about the cooking tools; when it's the moment I literally will draw a picture of an oven, stove, etc to remember each method 🥘
As always, thank you!
#66daysofdata",UgxTXyyDKfYrrxpLoa14AaABAg,1,2,2021-04-20T16:10:58Z,f6NPw582FFc,user_77
"Sir,please provide your advise on this:
 i'm a student aspiring to become a data scientist.But i only know python as much as till looping and conditional statements.I also know the basics of pandas like reading dataframes and assigning that to a variable.But another youtuber said that if we need to become a data scientist,we must start working on data science projects ASAP and that we must learn whatever skills we require for that project along the way.But i saw a kaggler's end to end project solution and nearly recieved a stroke as everything looked like Greek and Latin.Pls help as i dont know where to begin for solving data science projects.
(i)Please suggest the appraoch that i shd take towards solving data science projects as i still dont know a lot of the programming required though im eager to learn
(ii)Also,how can i increase my knowledge quickly in tensorflow,seaborn etc that are required to begin doing projects",UgydzBSOvEfGeDpx2O94AaABAg,1,4,2021-04-20T13:55:32Z,-ONQ628CXKQ,user_5421
Pokémon is a great data-set. this guy,Ugyq9A_CeHzLMBBBfmZ4AaABAg,1,2,2021-04-20T10:50:48Z,sHRq-LshG3U,user_1287
"Got the first look of sklearn.preprocessing , After this video I will read documentation for all these MinMaxScaler, fit_transform, transform etc. Thanks for another knowledge filled video.",UgzISETkcsa1lfpTgr14AaABAg,1,1,2021-04-20T06:19:24Z,4yI3vVe0Jos,user_3451
"I have learned variables, loops, all the way to functions and objects. What do you think should I learn next?",UgydCkQEK5VP8rBsYyx4AaABAg,4,2,2021-04-20T02:51:14Z,VN12ZPFsApM,user_4837
"Just signed up for data scientist training.  After being a psychology professor, science teacher for over 20 years, I am super stoked to figure out how to build neuronets.  Is this actually a viable field?",UgwSw7F74tgvf1xD2pR4AaABAg,1,1,2021-04-20T02:42:23Z,41Clrh6nv1s,user_2100
just suscribed. thanks mate,UgyxI2-34aj7124b4cZ4AaABAg,1,1,2021-04-19T23:25:33Z,a3VWq9smqhM,user_4956
Watched it again. totally worth the second view.,Ugz1sMkEn5Q5nSnDPAV4AaABAg,1,1,2021-04-19T18:45:54Z,yIJrCFXs0rU,user_3451
"Hey Ken,

What are the coding workshops (applications/softwares) you would recommend for someone with no technological background whatsoever who wants to pursue sports analytics.",UgxePiNmZA44u5W4uWt4AaABAg,2,1,2021-04-19T18:16:41Z,-ONQ628CXKQ,user_2415
"Hi Ken ,  understanding it as you talk . keep talking . 😀",Ugyuw4N2Pto-Grb5Thd4AaABAg,1,1,2021-04-19T14:52:59Z,EAezvs0eL1s,user_3451
"why do we want to program for data science. We need to make that clear. Data Science and ML is all about finding patterns and predicting results. Once you get the results then use anything to make that result work. I'm really fed up of hearing R is not flexible, R is not programmer friendly. But does it get the job done, yes, then where's the argument. This trend started when programmers got to believe they can do ML and DS",UgzaLA14XKvY2rXiL5l4AaABAg,1,1,2021-04-19T14:07:35Z,AxP1CL0yaFQ,user_3616
Thank you!.,UgwUdXUqW_HevRQLdnl4AaABAg,1,1,2021-04-19T13:04:11Z,8igH8qZafpo,user_348
"Truth = Truth, if one is willing to accept it. FYI Ken you just kicked many people in the *****.",UgyQDk_vku3Ubc6omSF4AaABAg,2,1,2021-04-19T01:41:27Z,sHRq-LshG3U,user_5176
"I know it'll be really hard, I know that there are a lot of obstacles, but I'll try my best and become better every single day to reach my goal. :)",UgxzOvd90YQoT4l1MvB4AaABAg,1,9,2021-04-18T22:38:11Z,sHRq-LshG3U,user_1751
"Hey, 
Can you suggest me  what should I do to become an well trained in field of data science ?
I don't have any coding background. 
I watched lots of video related to  #Roadmaps about learning ML,DL, AI, or  any programming language. 
I started watching video of @Krishna naik and  @Tina Huang .  
what should I do first ? 
Currently I'm started learning python, along with this I need to improve my coding skills.  

As a beginner, how I improve my coding skills?
which specific Part I need to focus?
What should I do to stay motivated while studying ? 
Because I'm switching  my career from a manufacturing sector to IT sector. 



please suggest me a proper ways to achieve target in optimal time.",UgxhkRQ889m_CiBhHcV4AaABAg,2,0,2021-04-18T18:17:04Z,sHRq-LshG3U,user_422
"I tried this project on google colab. I have used images of animals data to image assistant batch image downloader for downloading images. Also, FAST AI is a really cool repo for this. As always thank you Ken for the video...",UgxmFWJZsEIOKVqFErV4AaABAg,2,3,2021-04-18T17:31:27Z,vy-R4oUZaC8,user_3452
"Hey Ken awesome video, there is so much (sometimes conflicting) information out there about data science, it's nice to see you break it down. I just got admitted to Tufts for a master in data science with thesis. My undergrad is in electrical engineering. Just wondering if you know anything about the Tufts programs or would know what to anticipate in terms of career outcomes after graduation?",UgxKvQoMnYmG-0ozFKV4AaABAg,2,1,2021-04-18T16:51:18Z,Q9FjwzKFPuM,user_431
4:35 funny thing... that's the solution,Ugyak4KqeonNLMA9zDh4AaABAg,1,1,2021-04-18T16:15:51Z,sHRq-LshG3U,user_249
Hey what is the complete process of becoming the data scientist,UgywcBjd2wCt1XrOf694AaABAg,1,0,2021-04-18T15:36:09Z,sHRq-LshG3U,user_3282
Is it unwise for someone who studied electrical engineering to master in data science?,Ugz786oVXLD27DE6o7x4AaABAg,1,1,2021-04-18T12:36:51Z,sHRq-LshG3U,user_123
why you got so many papayas?? thank you for making me understand that data science is not my cup of tea.,UgzsDsYwQeJjE_5wCoV4AaABAg,1,2,2021-04-18T09:16:21Z,sHRq-LshG3U,user_2856
133k subs lets go,UgypwCsChO3PuocJ-Ih4AaABAg,1,2,2021-04-18T06:39:19Z,-ONQ628CXKQ,user_4116
I swear if someone with only a google cert gets a job before me,UgzA5f4KyjFi-QREhj54AaABAg,1,2,2021-04-17T21:10:21Z,-ONQ628CXKQ,user_716
Will be using all points noted by you in my resume.,Ugz-rBasB4mY5R3pE-h4AaABAg,1,1,2021-04-17T18:24:25Z,Ft4GVkQQtgk,user_3451
"Focus on income, not outcome. Got it. Thanks!",UgxOfuMRgKbncB3Lpjx4AaABAg,1,0,2021-04-17T15:35:25Z,-ONQ628CXKQ,user_4247
"I had probably missed this channel for months. Hooked to learning some other staffs outside Data Analytics. But...It's nice to be back, haha.",UgwgXEUjcZ7ZGPGX42J4AaABAg,2,4,2021-04-17T14:18:04Z,-ONQ628CXKQ,user_749
"""Great data sex""
Wow, I finally know the words to describe the fun week I've spent cleaning and fixing the data for one of the projects at job xD",Ugx0jDL1QHLp3bIclQp4AaABAg,1,20,2021-04-17T14:13:48Z,sHRq-LshG3U,user_519
"Matlab is still used a lot. It is not outdated. It just is not really for statistics and data science. It is still an important tool for engineers, the basic sciences and mathematicians. Still would not recommend it for data science, unless you expect to work in engineering and colleagues use it a lot. It is just too expensive to justify it, unless you know your employer will gladly pay for it (and all the separate toolboxes).",Ugw3NYYKlgFQnyREF6d4AaABAg,1,2,2021-04-17T12:36:51Z,ji7DtgUeKCI,user_4574
hi sir. Is it possible to get a freelance data science job even tough I only have a bootcamp and no experience at all. I'm planning to shift to data science career but as of now I can't risk to resign on my current job so I'm planning to have a frealance/work from home job before becoming fulltime on DS. Any suggestions on how to get a freelance job or On the Job Training? THANK YOU SO MUCH FOR YOUR HELP!,Ugw0QVGMrCM1LoLP-IV4AaABAg,2,1,2021-04-17T08:13:43Z,-ONQ628CXKQ,user_1497
"Always interesting to see numbers and get a better understanding of the magnitude of differences. In hindsight, it makes sense but the cold emailing thing was a surprise to me. Thanks for sharing this, Ken.",Ugx-AAQRNbAa6xjAhjN4AaABAg,1,2,2021-04-17T03:47:23Z,-ONQ628CXKQ,user_4882
"I am working as a mobile developer and i am really thinking about shifting to data science field, may you advice me if it's good choice to make + is it going to affect the salary !?",UgyQt3Gmd1TCpHi7MgN4AaABAg,1,2,2021-04-17T02:20:15Z,-ONQ628CXKQ,user_2972
Excellent useful video. Thanks!,Ugz2xkLdG2K4EG8672t4AaABAg,1,1,2021-04-17T00:38:32Z,BBDiadC8BvE,user_1811
7:48 Are you trying to say that building models is not necessary? Could you explain your argument here?,Ugx9cDt9IAin4zqycZF4AaABAg,3,1,2021-04-17T00:03:44Z,yUrrf3Pm33s,user_1739
Very interesting,UgzgATVooEsv2q7L5vh4AaABAg,1,1,2021-04-16T23:27:35Z,myhoWUrSP7o,user_2142
